,Model,Parameters,Accuracy Train,Precision Train,Recall Train,F1 Train,ROC AUC Train,Accuracy Test,Precision Test,Recall Test,F1 Test,ROC AUC Test,Time Fit,Time Predict,Precision Non-functioning Test,Recall Non-functioning Test,F1 Non-functioning Test,Precision Functioning Test,Recall Functioning Test,F1 Functioning Test
0,Gaussian Naive Bayes,,0.6120332250956744,0.6144463542345676,0.6120332250956744,0.6099772942572644,0.6588822704010048,0.6423473433782713,0.7270088275254178,0.6423473433782713,0.6730178833662219,0.6154788215939245,0.14039301872253418,0.028195858001708984,0.27,0.47,0.34,0.84,0.69,0.75
