,Model,Parameters,Accuracy Train,Precision Train,Recall Train,F1 Train,ROC AUC Train,Accuracy Test,Precision Test,Recall Test,F1 Test,ROC AUC Test,Time Fit,Time Predict,Precision Non-functioning Test,Recall Non-functioning Test,F1 Non-functioning Test,Precision Functioning Test,Recall Functioning Test,F1 Functioning Test
0,Logistic Regression,"Penalty=l2, C=0.1, Standard Scaler",0.6514191696625304,0.6514191696943492,0.6514191696625304,0.651419169644218,0.7104670681383911,0.6268134533750058,0.741167288606714,0.6268134533750058,0.662987940031414,0.6401272756416185,0.39797496795654297,0.0018579959869384766,0.65,0.65,0.65,0.65,0.65,0.65
