,Model,Parameters,Accuracy Train,Precision Train,Recall Train,F1 Train,ROC AUC Train,Accuracy Test,Precision Test,Recall Test,F1 Test,ROC AUC Test,Time Fit,Time Predict,Precision Non-functioning Test,Recall Non-functioning Test,F1 Non-functioning Test,Precision Functioning Test,Recall Functioning Test,F1 Functioning Test
0,Linear SVC,"Penalty=l2, C=0.001, Standard Scaler",0.6521004870694653,0.6521204877111727,0.6521004870694653,0.6520890513280753,0.7104575976682433,0.6311983952978495,0.7410502675794186,0.6311983952978495,0.6665115831812228,0.6407327354641204,1.1706831455230713,0.019465208053588867,0.28,0.55,0.37,0.85,0.65,0.74
