,Model,Parameters,Accuracy Train,Precision Train,Recall Train,F1 Train,ROC AUC Train,Accuracy Test,Precision Test,Recall Test,F1 Test,ROC AUC Test,Time Fit,Time Predict,Precision Non-functioning Test,Recall Non-functioning Test,F1 Non-functioning Test,Precision Functioning Test,Recall Functioning Test,F1 Functioning Test
0,Random Forest,"Max depth=31, Min samples leaf=11, Criterion=entropy, Number trees=100",0.8970993273802621,0.8973319057743673,0.8970993273802621,0.8970842669386162,0.9664984154752732,0.7928814666231282,0.8173368432375799,0.7928814666231282,0.8023244234587595,0.8232286784236897,52.538479804992676,0.5154941082000732,0.48,0.62,0.54,0.9,0.83,0.87
