,Model,Parameters,Accuracy Train,Precision Train,Recall Train,F1 Train,ROC AUC Train,Accuracy Test,Precision Test,Recall Test,F1 Test,ROC AUC Test,Time Fit,Time Predict,Precision Non-functioning Test,Recall Non-functioning Test,F1 Non-functioning Test,Precision Functioning Test,Recall Functioning Test,F1 Functioning Test
0,K Nearest Neighbors,"Neighbors=4, Standard Scaler",0.8734812466983624,0.8867076954521607,0.8734812466983624,0.8723900957600983,0.9684302091261268,0.6848079614367906,0.7736799513384857,0.6848079614367906,0.7133242482502796,0.6975742643178765,0.03514504432678223,0.13794469833374023,0.33,0.65,0.44,0.89,0.69,0.77
