,Model,Parameters,Accuracy Train,Precision Train,Recall Train,F1 Train,ROC AUC Train,Accuracy Test,Precision Test,Recall Test,F1 Test,ROC AUC Test,Time Fit,Time Predict,Precision Non-functioning Test,Recall Non-functioning Test,F1 Non-functioning Test,Precision Functioning Test,Recall Functioning Test,F1 Functioning Test
0,AdaBoost,"Learning rate=1, Number of trees=50",0.7048953380494027,0.7063073347026261,0.7048953380494027,0.7043895380695994,0.7774688074133068,0.6574613985165835,0.7698385932407658,0.6574613985165835,0.6907275832974198,0.7087672475822341,33.51238799095154,0.3009030818939209,0.32,0.64,0.42,0.88,0.66,0.76
