,Model,Parameters,Accuracy Train,Precision Train,Recall Train,F1 Train,ROC AUC Train,Accuracy Test,Precision Test,Recall Test,F1 Test,ROC AUC Test,Time Fit,Time Predict,Precision Non-functioning Test,Recall Non-functioning Test,F1 Non-functioning Test,Precision Functioning Test,Recall Functioning Test,F1 Functioning Test
0,XGBoost,"Max depth=6, Gamma=0, Learning rate=0.3, Number of trees=50",0.841840136843326,0.8424943681482912,0.841840136843326,0.841764571680517,0.9243921709239664,0.7715165368288474,0.8130216167098016,0.7715165368288474,0.7860533690377162,0.8087662003643492,19.921146869659424,0.03843879699707031,0.45,0.65,0.53,0.9,0.8,0.85
