,Model,Parameters,Accuracy Train,Precision Train,Recall Train,F1 Train,ROC AUC Train,Accuracy Test,Precision Test,Recall Test,F1 Test,ROC AUC Test,Time Fit,Time Predict,Precision Non-functioning Test,Recall Non-functioning Test,F1 Non-functioning Test,Precision Functioning Test,Recall Functioning Test,F1 Functioning Test
0,Decision Tree,"Max depth=24, Min samples leaf=25, Criterion=entropy",0.8405862228922649,0.8408255477326503,0.8405862228922649,0.8405582332245022,0.9296680559908854,0.7510379250828008,0.7989108044399157,0.7510379250828008,0.7679148066019738,0.774381929527438,3.7895872592926025,0.015336275100708008,0.41,0.62,0.49,0.89,0.78,0.83
